PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
0248;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0249;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0250;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0251;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0252;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0253;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0254;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0255;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0256;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0257;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0258;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0259;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0260;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0261;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0262;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0263;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0264;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0265;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0266;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0267;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0268;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0269;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0270;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0271;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0272;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0273;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0274;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0275;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0276;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0277;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0278;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0279;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0280;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0281;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0282;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0283;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0284;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0285;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0286;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0287;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0288;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0289;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0290;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0291;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0292;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0293;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0294;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0295;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0296;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0297;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0298;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0299;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0300;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0301;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0302;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0303;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0304;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0305;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0306;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0307;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0308;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0309;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0310;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0311;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0312;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0313;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0314;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0315;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0316;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0317;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0318;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0319;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0320;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0321;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0322;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0323;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0324;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0325;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0326;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0327;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0328;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0329;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0330;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0331;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0332;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0333;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0334;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0335;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0336;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0337;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0338;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0339;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0340;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0341;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0342;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0343;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0344;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0345;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0346;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0347;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0348;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0349;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0350;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0351;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0352;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0353;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0354;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0355;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0356;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0357;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0358;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0359;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0360;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0361;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0362;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0363;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0364;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0365;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0366;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0367;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0368;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0369;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0370;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0371;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0372;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0373;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0374;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0375;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0376;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0377;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0378;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0379;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0380;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0381;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0382;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0383;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0384;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0385;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0386;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0387;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0388;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0389;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0390;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0391;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0392;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0393;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0394;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0395;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0396;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0397;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0398;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0399;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0400;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0401;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0402;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0403;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0404;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0405;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0406;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0407;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0408;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
0409;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
